VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
10, 4,  1.14355,  0.48926,  0.93408,  1.00,  0.74016,  0.40945,  0.53543,  0.00, ---, ---, ---, ---,  0.15698,  0.10968,  0.57647,  0.23529,  0.83137,  0.21569, -0.58268,  0.00,  0.81102, -1.00
11, 5,  1.41309,  0.01032,  1.03809,  1.00,  0.72441,  0.51181,  0.46457,  0.00, ---, ---, ---, ---,  0.14136,  0.00103,  0.6549,  0.23922,  0.28627,  0.12941, -0.53543, -0.00787,  0.84252, -1.00
12, 0,  1.34277,  0.54199,  0.0113,  1.00,  0.92913,  0.29921,  0.20472,  0.00, ---, ---, ---, ---,  0.0979,  0.10968,  0.37255,  0.23922,  0.33725,  0.21961, -0.19685, -0.06299,  0.97638, -1.00
13, 2,  1.43555,  0.61621, -0.7041,  1.00,  0.84252,  0.53543, -0.09449,  0.00, ---, ---, ---, ---,  0.0412,  0.10968,  0.7451,  0.23922,  0.93333,  0.21961,  0.1811, -0.11024,  0.97638, -1.00
14, 6,  1.16992,  1.25781, -0.10077,  1.00,  0.96063,  0.28346,  0.01575,  0.00, ---, ---, ---, ---,  0.07129,  0.20093,  0.68235,  0.23529,  0.03137,  0.23922,  0.01575, -0.09449,  0.99213, -1.00
15, 4,  1.14355,  0.48926,  0.93408,  1.00,  0.74016,  0.40945,  0.53543,  0.00, ---, ---, ---, ---,  0.15698,  0.10968,  0.57647,  0.23529,  0.83137,  0.21569, -0.58268,  0.00,  0.81102, -1.00
16, 0,  1.34277,  0.54199,  0.0113,  1.00,  0.92913,  0.29921,  0.20472,  0.00, ---, ---, ---, ---,  0.0979,  0.10968,  0.37255,  0.23922,  0.33725,  0.21961, -0.19685, -0.06299,  0.97638, -1.00
17, 6,  1.16992,  1.25781, -0.10077,  1.00,  0.96063,  0.28346,  0.01575,  0.00, ---, ---, ---, ---,  0.07129,  0.20093,  0.68235,  0.23529,  0.03137,  0.23922,  0.01575, -0.09449,  0.99213, -1.00
18, 4,  1.14355,  0.48926,  0.93408,  1.00,  0.74016,  0.40945,  0.53543,  0.00, ---, ---, ---, ---,  0.15698,  0.10968,  0.57647,  0.23529,  0.83137,  0.21569, -0.58268,  0.00,  0.81102, -1.00
19, 7,  0.84814,  0.01125,  1.32715,  1.00,  0.50394,  0.31496,  0.80315,  0.00, ---, ---, ---, ---,  0.19189,  0.00103,  0.78824,  0.22745,  0.76078,  0.12941, -0.85039,  0.00787,  0.53543, -1.00
20, 5,  1.41309,  0.01032,  1.03809,  1.00,  0.72441,  0.51181,  0.46457,  0.00, ---, ---, ---, ---,  0.14136,  0.00103,  0.6549,  0.23922,  0.28627,  0.12941, -0.53543, -0.00787,  0.84252, -1.00
21, 8,  1.65625,  0.0096, -1.56934,  1.00,  0.6063,  0.66929, -0.43307,  0.00, ---, ---, ---, ---,  0.02614,  0.00103,  0.62745,  0.24314,  0.91765,  0.12549,  0.59843, -0.02362,  0.80315, -1.00
22, 2,  1.43555,  0.61621, -0.7041,  1.00,  0.84252,  0.53543, -0.09449,  0.00, ---, ---, ---, ---,  0.0412,  0.10968,  0.7451,  0.23922,  0.93333,  0.21961,  0.1811, -0.11024,  0.97638, -1.00
23, 1,  1.83105,  0.00884, -1.00684,  1.00,  0.83465,  0.55118, -0.07087,  0.00, ---, ---, ---, ---,  0.0412,  0.00103,  0.32549,  0.24706,  0.52941,  0.12549,  0.11024, -0.0315,  0.99213, -1.00
24, 2,  1.43555,  0.61621, -0.7041,  1.00,  0.84252,  0.53543, -0.09449,  0.00, ---, ---, ---, ---,  0.0412,  0.10968,  0.7451,  0.23922,  0.93333,  0.21961,  0.1811, -0.11024,  0.97638, -1.00
25, 8,  1.65625,  0.0096, -1.56934,  1.00,  0.6063,  0.66929, -0.43307,  0.00, ---, ---, ---, ---,  0.02614,  0.00103,  0.62745,  0.24314,  0.91765,  0.12549,  0.59843, -0.02362,  0.80315, -1.00
26, 9,  1.16504,  0.6748, -1.19727,  1.00,  0.48819,  0.64567, -0.59055,  0.00, ---, ---, ---, ---,  0.01666,  0.10968,  0.66275,  0.23529,  0.40,  0.22353,  0.70079,  0.11024,  0.70079, -1.00
27, 10,  0.85742,  1.35156, -0.82715,  1.00,  0.62205,  0.43307, -0.65354,  0.00, ---, ---, ---, ---,  0.01016,  0.20093,  0.86275,  0.22745,  0.40784,  0.23922,  0.70866,  0.05512,  0.70866, -1.00
28, 2,  1.43555,  0.61621, -0.7041,  1.00,  0.84252,  0.53543, -0.09449,  0.00, ---, ---, ---, ---,  0.0412,  0.10968,  0.7451,  0.23922,  0.93333,  0.21961,  0.1811, -0.11024,  0.97638, -1.00
29, 9,  1.16504,  0.6748, -1.19727,  1.00,  0.48819,  0.64567, -0.59055,  0.00, ---, ---, ---, ---,  0.01666,  0.10968,  0.66275,  0.23529,  0.40,  0.22353,  0.70079,  0.11024,  0.70079, -1.00
30, 6,  1.16992,  1.25781, -0.10077,  1.00,  0.96063,  0.28346,  0.01575,  0.00, ---, ---, ---, ---,  0.07129,  0.20093,  0.68235,  0.23529,  0.03137,  0.23922,  0.01575, -0.09449,  0.99213, -1.00
31, 2,  1.43555,  0.61621, -0.7041,  1.00,  0.84252,  0.53543, -0.09449,  0.00, ---, ---, ---, ---,  0.0412,  0.10968,  0.7451,  0.23922,  0.93333,  0.21961,  0.1811, -0.11024,  0.97638, -1.00
32, 10,  0.85742,  1.35156, -0.82715,  1.00,  0.62205,  0.43307, -0.65354,  0.00, ---, ---, ---, ---,  0.01016,  0.20093,  0.86275,  0.22745,  0.40784,  0.23922,  0.70866,  0.05512,  0.70866, -1.00
33, 11,  1.07422,  1.90918, -0.07617,  1.00,  0.97638, -0.05512, -0.19685,  0.00, ---, ---, ---, ---,  0.06281,  0.30225,  0.29804,  0.23529,  0.63922,  0.24706,  0.18898, -0.11024,  0.97638, -1.00
34, 6,  1.16992,  1.25781, -0.10077,  1.00,  0.96063,  0.28346,  0.01575,  0.00, ---, ---, ---, ---,  0.07129,  0.20093,  0.68235,  0.23529,  0.03137,  0.23922,  0.01575, -0.09449,  0.99213, -1.00
35, 10,  0.85742,  1.35156, -0.82715,  1.00,  0.62205,  0.43307, -0.65354,  0.00, ---, ---, ---, ---,  0.01016,  0.20093,  0.86275,  0.22745,  0.40784,  0.23922,  0.70866,  0.05512,  0.70866, -1.00
36, 9,  1.16504,  0.6748, -1.19727,  1.00,  0.48819,  0.64567, -0.59055,  0.00, ---, ---, ---, ---,  0.01666,  0.10968,  0.66275,  0.23529,  0.40,  0.22353,  0.70079,  0.11024,  0.70079, -1.00
37, 8,  1.65625,  0.0096, -1.56934,  1.00,  0.6063,  0.66929, -0.43307,  0.00, ---, ---, ---, ---,  0.02614,  0.00103,  0.62745,  0.24314,  0.91765,  0.12549,  0.59843, -0.02362,  0.80315, -1.00
38, 12,  1.35254,  0.01047, -1.8125,  1.00,  0.1811,  0.69291, -0.69291,  0.00, ---, ---, ---, ---,  0.00718,  0.00103,  0.41176,  0.23922,  0.36078,  0.12941,  0.87402,  0.2126,  0.44094, -1.00
39, 4,  1.14355,  0.48926,  0.93408,  1.00,  0.74016,  0.40945,  0.53543,  0.00, ---, ---, ---, ---,  0.15698,  0.10968,  0.57647,  0.23529,  0.83137,  0.21569, -0.58268,  0.00,  0.81102, -1.00
40, 13,  0.27075,  0.34912,  1.59961,  1.00,  0.19685,  0.35433,  0.91339,  0.00, ---, ---, ---, ---,  0.20898,  0.0741,  0.33333,  0.20392,  0.58824,  0.20784, -0.98425,  0.05512,  0.18898, -1.00
41, 7,  0.84814,  0.01125,  1.32715,  1.00,  0.50394,  0.31496,  0.80315,  0.00, ---, ---, ---, ---,  0.19189,  0.00103,  0.78824,  0.22745,  0.76078,  0.12941, -0.85039,  0.00787,  0.53543, -1.00
42, 13,  0.27075,  0.34912,  1.59961,  1.00,  0.19685,  0.35433,  0.91339,  0.00, ---, ---, ---, ---,  0.20898,  0.0741,  0.33333,  0.20392,  0.58824,  0.20784, -0.98425,  0.05512,  0.18898, -1.00
43, 4,  1.14355,  0.48926,  0.93408,  1.00,  0.74016,  0.40945,  0.53543,  0.00, ---, ---, ---, ---,  0.15698,  0.10968,  0.57647,  0.23529,  0.83137,  0.21569, -0.58268,  0.00,  0.81102, -1.00
44, 14,  0.32788,  1.22168,  1.16602,  1.00,  0.20472,  0.33858,  0.92126,  0.00, ---, ---, ---, ---,  0.18872,  0.20093,  0.24706,  0.20784,  0.8902,  0.23529, -0.97638,  0.09449,  0.1811, -1.00
45, 15, -0.78369,  0.47314,  1.26465,  1.00, -0.51181,  0.61417,  0.6063,  0.00, ---, ---, ---, ---,  0.25,  0.07776,  0.27059,  0.72941,  0.57255,  0.21569, -0.69291,  0.12598, -0.71654, -1.00
46, 13,  0.27075,  0.34912,  1.59961,  1.00,  0.19685,  0.35433,  0.91339,  0.00, ---, ---, ---, ---,  0.20898,  0.0741,  0.33333,  0.20392,  0.58824,  0.20784, -0.98425,  0.05512,  0.18898, -1.00
47, 14,  0.32788,  1.22168,  1.16602,  1.00,  0.20472,  0.33858,  0.92126,  0.00, ---, ---, ---, ---,  0.18872,  0.20093,  0.24706,  0.20784,  0.8902,  0.23529, -0.97638,  0.09449,  0.1811, -1.00
48, 13,  0.27075,  0.34912,  1.59961,  1.00,  0.19685,  0.35433,  0.91339,  0.00, ---, ---, ---, ---,  0.20898,  0.0741,  0.33333,  0.20392,  0.58824,  0.20784, -0.98425,  0.05512,  0.18898, -1.00
49, 15, -0.78369,  0.47314,  1.26465,  1.00, -0.51181,  0.61417,  0.6063,  0.00, ---, ---, ---, ---,  0.25,  0.07776,  0.27059,  0.72941,  0.57255,  0.21569, -0.69291,  0.12598, -0.71654, -1.00
50, 16, -0.96582,  0.00719,  1.66016,  1.00, -0.3622,  0.64567,  0.67717,  0.00, ---, ---, ---, ---,  0.26074,  0.00103,  0.72941,  0.73333,  0.36471,  0.12157, -0.85827,  0.04724, -0.51181, -1.00
51, 15, -0.78369,  0.47314,  1.26465,  1.00, -0.51181,  0.61417,  0.6063,  0.00, ---, ---, ---, ---,  0.25,  0.07776,  0.27059,  0.72941,  0.57255,  0.21569, -0.69291,  0.12598, -0.71654, -1.00
52, 17, -1.28125,  0.00543,  1.2998,  1.00, -0.69291,  0.65354,  0.29921,  0.00, ---, ---, ---, ---,  0.27563,  0.00103,  0.12549,  0.74118,  0.56078,  0.11373, -0.35433,  0.05512, -0.93701, -1.00
53, 16, -0.96582,  0.00719,  1.66016,  1.00, -0.3622,  0.64567,  0.67717,  0.00, ---, ---, ---, ---,  0.26074,  0.00103,  0.72941,  0.73333,  0.36471,  0.12157, -0.85827,  0.04724, -0.51181, -1.00
54, 13,  0.27075,  0.34912,  1.59961,  1.00,  0.19685,  0.35433,  0.91339,  0.00, ---, ---, ---, ---,  0.20898,  0.0741,  0.33333,  0.20392,  0.58824,  0.20784, -0.98425,  0.05512,  0.18898, -1.00
55, 16, -0.96582,  0.00719,  1.66016,  1.00, -0.3622,  0.64567,  0.67717,  0.00, ---, ---, ---, ---,  0.26074,  0.00103,  0.72941,  0.73333,  0.36471,  0.12157, -0.85827,  0.04724, -0.51181, -1.00
56, 18,  0.29395,  0.01151,  1.66406,  1.00,  0.26772,  0.19685,  0.94488,  0.00, ---, ---, ---, ---,  0.20288,  0.00103,  0.70588,  0.20392,  0.89412,  0.12941, -0.96063,  0.00,  0.26772, -1.00
57, 7,  0.84814,  0.01125,  1.32715,  1.00,  0.50394,  0.31496,  0.80315,  0.00, ---, ---, ---, ---,  0.19189,  0.00103,  0.78824,  0.22745,  0.76078,  0.12941, -0.85039,  0.00787,  0.53543, -1.00
58, 13,  0.27075,  0.34912,  1.59961,  1.00,  0.19685,  0.35433,  0.91339,  0.00, ---, ---, ---, ---,  0.20898,  0.0741,  0.33333,  0.20392,  0.58824,  0.20784, -0.98425,  0.05512,  0.18898, -1.00
59, 18,  0.29395,  0.01151,  1.66406,  1.00,  0.26772,  0.19685,  0.94488,  0.00, ---, ---, ---, ---,  0.20288,  0.00103,  0.70588,  0.20392,  0.89412,  0.12941, -0.96063,  0.00,  0.26772, -1.00
60, 19, -1.01758,  0.46655,  0.62207,  1.00, -0.76378,  0.3937,  0.51969,  0.00, ---, ---, ---, ---,  0.28442,  0.05899,  0.07059,  0.73725,  0.46667,  0.21569, -0.46457,  0.23622, -0.85827, -1.00
61, 17, -1.28125,  0.00543,  1.2998,  1.00, -0.69291,  0.65354,  0.29921,  0.00, ---, ---, ---, ---,  0.27563,  0.00103,  0.12549,  0.74118,  0.56078,  0.11373, -0.35433,  0.05512, -0.93701, -1.00
62, 15, -0.78369,  0.47314,  1.26465,  1.00, -0.51181,  0.61417,  0.6063,  0.00, ---, ---, ---, ---,  0.25,  0.07776,  0.27059,  0.72941,  0.57255,  0.21569, -0.69291,  0.12598, -0.71654, -1.00
63, 20, -0.51025,  1.36426,  0.96191,  1.00, -0.50394,  0.34646,  0.7874,  0.00, ---, ---, ---, ---,  0.25415,  0.20093,  0.08235,  0.72157,  0.45882,  0.23922, -0.77165,  0.23622, -0.59055, -1.00
64, 19, -1.01758,  0.46655,  0.62207,  1.00, -0.76378,  0.3937,  0.51969,  0.00, ---, ---, ---, ---,  0.28442,  0.05899,  0.07059,  0.73725,  0.46667,  0.21569, -0.46457,  0.23622, -0.85827, -1.00
65, 15, -0.78369,  0.47314,  1.26465,  1.00, -0.51181,  0.61417,  0.6063,  0.00, ---, ---, ---, ---,  0.25,  0.07776,  0.27059,  0.72941,  0.57255,  0.21569, -0.69291,  0.12598, -0.71654, -1.00
66, 15, -0.78369,  0.47314,  1.26465,  1.00, -0.51181,  0.61417,  0.6063,  0.00, ---, ---, ---, ---,  0.25,  0.07776,  0.27059,  0.72941,  0.57255,  0.21569, -0.69291,  0.12598, -0.71654, -1.00
67, 14,  0.32788,  1.22168,  1.16602,  1.00,  0.20472,  0.33858,  0.92126,  0.00, ---, ---, ---, ---,  0.18872,  0.20093,  0.24706,  0.20784,  0.8902,  0.23529, -0.97638,  0.09449,  0.1811, -1.00
68, 20, -0.51025,  1.36426,  0.96191,  1.00, -0.50394,  0.34646,  0.7874,  0.00, ---, ---, ---, ---,  0.25415,  0.20093,  0.08235,  0.72157,  0.45882,  0.23922, -0.77165,  0.23622, -0.59055, -1.00
69, 14,  0.32788,  1.22168,  1.16602,  1.00,  0.20472,  0.33858,  0.92126,  0.00, ---, ---, ---, ---,  0.18872,  0.20093,  0.24706,  0.20784,  0.8902,  0.23529, -0.97638,  0.09449,  0.1811, -1.00
70, 21, -0.32202,  1.82422,  0.88525,  1.00, -0.51969,  0.22047,  0.82677,  0.00, ---, ---, ---, ---,  0.24878,  0.2937,  0.15294,  0.7098,  0.29804,  0.24706, -0.80315,  0.20472, -0.55906, -1.00
71, 20, -0.51025,  1.36426,  0.96191,  1.00, -0.50394,  0.34646,  0.7874,  0.00, ---, ---, ---, ---,  0.25415,  0.20093,  0.08235,  0.72157,  0.45882,  0.23922, -0.77165,  0.23622, -0.59055, -1.00
72, 21, -0.32202,  1.82422,  0.88525,  1.00, -0.51969,  0.22047,  0.82677,  0.00, ---, ---, ---, ---,  0.24878,  0.2937,  0.15294,  0.7098,  0.29804,  0.24706, -0.80315,  0.20472, -0.55906, -1.00
73, 14,  0.32788,  1.22168,  1.16602,  1.00,  0.20472,  0.33858,  0.92126,  0.00, ---, ---, ---, ---,  0.18872,  0.20093,  0.24706,  0.20784,  0.8902,  0.23529, -0.97638,  0.09449,  0.1811, -1.00
74, 22,  0.34692,  1.67871,  1.02246,  1.00,  0.15748,  0.13386,  0.97638,  0.00, ---, ---, ---, ---,  0.18872,  0.2937,  0.55294,  0.20784,  0.71765,  0.24314, -0.98425,  0.00787,  0.15748, -1.00
75, 22,  0.34692,  1.67871,  1.02246,  1.00,  0.15748,  0.13386,  0.97638,  0.00, ---, ---, ---, ---,  0.18872,  0.2937,  0.55294,  0.20784,  0.71765,  0.24314, -0.98425,  0.00787,  0.15748, -1.00
76, 14,  0.32788,  1.22168,  1.16602,  1.00,  0.20472,  0.33858,  0.92126,  0.00, ---, ---, ---, ---,  0.18872,  0.20093,  0.24706,  0.20784,  0.8902,  0.23529, -0.97638,  0.09449,  0.1811, -1.00
77, 23,  0.99072,  1.75781,  0.6665,  1.00,  0.81102,  0.02362,  0.58268,  0.00, ---, ---, ---, ---,  0.12976,  0.2937,  0.92941,  0.23137,  0.03137,  0.24706, -0.5748, -0.09449,  0.81102, -1.00
78, 23,  0.99072,  1.75781,  0.6665,  1.00,  0.81102,  0.02362,  0.58268,  0.00, ---, ---, ---, ---,  0.12976,  0.2937,  0.92941,  0.23137,  0.03137,  0.24706, -0.5748, -0.09449,  0.81102, -1.00
79, 24,  0.94727,  1.20996,  0.66553,  1.00,  0.82677,  0.20472,  0.51969,  0.00, ---, ---, ---, ---,  0.12976,  0.20093,  0.58039,  0.23137,  0.84314,  0.23529, -0.51969, -0.0315,  0.85039, -1.00
80, 11,  1.07422,  1.90918, -0.07617,  1.00,  0.97638, -0.05512, -0.19685,  0.00, ---, ---, ---, ---,  0.06281,  0.30225,  0.29804,  0.23529,  0.63922,  0.24706,  0.18898, -0.11024,  0.97638, -1.00
81, 23,  0.99072,  1.75781,  0.6665,  1.00,  0.81102,  0.02362,  0.58268,  0.00, ---, ---, ---, ---,  0.12976,  0.2937,  0.92941,  0.23137,  0.03137,  0.24706, -0.5748, -0.09449,  0.81102, -1.00
82, 14,  0.32788,  1.22168,  1.16602,  1.00,  0.20472,  0.33858,  0.92126,  0.00, ---, ---, ---, ---,  0.18872,  0.20093,  0.24706,  0.20784,  0.8902,  0.23529, -0.97638,  0.09449,  0.1811, -1.00
83, 24,  0.94727,  1.20996,  0.66553,  1.00,  0.82677,  0.20472,  0.51969,  0.00, ---, ---, ---, ---,  0.12976,  0.20093,  0.58039,  0.23137,  0.84314,  0.23529, -0.51969, -0.0315,  0.85039, -1.00
84, 25, -0.78711,  2.04492,  0.15552,  1.00, -0.86614,  0.48031,  0.15748,  0.00, ---, ---, ---, ---,  0.30835,  0.2937,  0.29804,  0.72941,  0.0902,  0.25098, -0.08661,  0.15748, -0.98425, -1.00
85, 20, -0.51025,  1.36426,  0.96191,  1.00, -0.50394,  0.34646,  0.7874,  0.00, ---, ---, ---, ---,  0.25415,  0.20093,  0.08235,  0.72157,  0.45882,  0.23922, -0.77165,  0.23622, -0.59055, -1.00
86, 21, -0.32202,  1.82422,  0.88525,  1.00, -0.51969,  0.22047,  0.82677,  0.00, ---, ---, ---, ---,  0.24878,  0.2937,  0.15294,  0.7098,  0.29804,  0.24706, -0.80315,  0.20472, -0.55906, -1.00
87, 20, -0.51025,  1.36426,  0.96191,  1.00, -0.50394,  0.34646,  0.7874,  0.00, ---, ---, ---, ---,  0.25415,  0.20093,  0.08235,  0.72157,  0.45882,  0.23922, -0.77165,  0.23622, -0.59055, -1.00
88, 25, -0.78711,  2.04492,  0.15552,  1.00, -0.86614,  0.48031,  0.15748,  0.00, ---, ---, ---, ---,  0.30835,  0.2937,  0.29804,  0.72941,  0.0902,  0.25098, -0.08661,  0.15748, -0.98425, -1.00
89, 26, -1.06152,  1.62891,  0.1532,  1.00, -0.8189,  0.53543,  0.18898,  0.00, ---, ---, ---, ---,  0.30835,  0.20093,  0.24706,  0.73725,  0.51765,  0.24314, -0.14961,  0.11811, -0.98425, -1.00
90, 27, -0.51563,  2.04883, -0.5791,  1.00, -0.59055,  0.48819, -0.64567,  0.00, ---, ---, ---, ---,  0.36694,  0.2937,  0.12549,  0.72157,  0.09804,  0.25098,  0.71654, -0.04724, -0.69291, -1.00
91, 26, -1.06152,  1.62891,  0.1532,  1.00, -0.8189,  0.53543,  0.18898,  0.00, ---, ---, ---, ---,  0.30835,  0.20093,  0.24706,  0.73725,  0.51765,  0.24314, -0.14961,  0.11811, -0.98425, -1.00
92, 25, -0.78711,  2.04492,  0.15552,  1.00, -0.86614,  0.48031,  0.15748,  0.00, ---, ---, ---, ---,  0.30835,  0.2937,  0.29804,  0.72941,  0.0902,  0.25098, -0.08661,  0.15748, -0.98425, -1.00
93, 26, -1.06152,  1.62891,  0.1532,  1.00, -0.8189,  0.53543,  0.18898,  0.00, ---, ---, ---, ---,  0.30835,  0.20093,  0.24706,  0.73725,  0.51765,  0.24314, -0.14961,  0.11811, -0.98425, -1.00
94, 27, -0.51563,  2.04883, -0.5791,  1.00, -0.59055,  0.48819, -0.64567,  0.00, ---, ---, ---, ---,  0.36694,  0.2937,  0.12549,  0.72157,  0.09804,  0.25098,  0.71654, -0.04724, -0.69291, -1.00
95, 28, -0.81543,  1.57813, -0.69824,  1.00, -0.59843,  0.56693, -0.56693,  0.00, ---, ---, ---, ---,  0.36694,  0.20093,  0.52549,  0.72941,  0.31373,  0.24314,  0.62992, -0.10236, -0.77165, -1.00
96, 29,  0.22986,  2.00, -0.88184,  1.00,  0.02362,  0.29134, -0.95276,  0.00, ---, ---, ---, ---,  0.42627,  0.2937,  0.35686,  0.20,  0.00,  0.25098,  1.00, -0.04724,  0.00787, -1.00
97, 28, -0.81543,  1.57813, -0.69824,  1.00, -0.59843,  0.56693, -0.56693,  0.00, ---, ---, ---, ---,  0.36694,  0.20093,  0.52549,  0.72941,  0.31373,  0.24314,  0.62992, -0.10236, -0.77165, -1.00
98, 27, -0.51563,  2.04883, -0.5791,  1.00, -0.59055,  0.48819, -0.64567,  0.00, ---, ---, ---, ---,  0.36694,  0.2937,  0.12549,  0.72157,  0.09804,  0.25098,  0.71654, -0.04724, -0.69291, -1.00
99, 28, -0.81543,  1.57813, -0.69824,  1.00, -0.59843,  0.56693, -0.56693,  0.00, ---, ---, ---, ---,  0.36694,  0.20093,  0.52549,  0.72941,  0.31373,  0.24314,  0.62992, -0.10236, -0.77165, -1.00
100, 29,  0.22986,  2.00, -0.88184,  1.00,  0.02362,  0.29134, -0.95276,  0.00, ---, ---, ---, ---,  0.42627,  0.2937,  0.35686,  0.20,  0.00,  0.25098,  1.00, -0.04724,  0.00787, -1.00
101, 30,  0.13379,  1.43359, -1.08203,  1.00,  0.0315,  0.48819, -0.87402,  0.00, ---, ---, ---, ---,  0.42627,  0.20093,  0.28235,  0.18824,  0.73725,  0.23922,  0.99213, -0.11811, -0.0315, -1.00
102, 31,  0.88574,  1.93652, -0.60645,  1.00,  0.73228,  0.18898, -0.65354,  0.00, ---, ---, ---, ---,  0.48535,  0.2937,  0.08627,  0.23137,  0.74902,  0.24706,  0.67717, -0.18898,  0.70866, -1.00
103, 30,  0.13379,  1.43359, -1.08203,  1.00,  0.0315,  0.48819, -0.87402,  0.00, ---, ---, ---, ---,  0.42627,  0.20093,  0.28235,  0.18824,  0.73725,  0.23922,  0.99213, -0.11811, -0.0315, -1.00
104, 29,  0.22986,  2.00, -0.88184,  1.00,  0.02362,  0.29134, -0.95276,  0.00, ---, ---, ---, ---,  0.42627,  0.2937,  0.35686,  0.20,  0.00,  0.25098,  1.00, -0.04724,  0.00787, -1.00
105, 30,  0.13379,  1.43359, -1.08203,  1.00,  0.0315,  0.48819, -0.87402,  0.00, ---, ---, ---, ---,  0.42627,  0.20093,  0.28235,  0.18824,  0.73725,  0.23922,  0.99213, -0.11811, -0.0315, -1.00
106, 31,  0.88574,  1.93652, -0.60645,  1.00,  0.73228,  0.18898, -0.65354,  0.00, ---, ---, ---, ---,  0.48535,  0.2937,  0.08627,  0.23137,  0.74902,  0.24706,  0.67717, -0.18898,  0.70866, -1.00
107, 32,  0.85742,  1.35156, -0.82715,  1.00,  0.62205,  0.43307, -0.65354,  0.00, ---, ---, ---, ---,  0.48535,  0.20093,  0.86275,  0.22745,  0.40784,  0.23922,  0.77953, -0.27559,  0.55906, -1.00
108, 22,  0.34692,  1.67871,  1.02246,  1.00,  0.15748,  0.13386,  0.97638,  0.00, ---, ---, ---, ---,  0.18872,  0.2937,  0.55294,  0.20784,  0.71765,  0.24314, -0.98425,  0.00787,  0.15748, -1.00
109, 33, -0.23535,  2.53125,  0.9209,  1.00, -0.52756, -0.10236,  0.84252,  0.00, ---, ---, ---, ---,  0.24878,  0.42188,  0.53333,  0.70196,  0.06275,  0.2549, -0.83465, -0.12598, -0.54331, -1.00
110, 21, -0.32202,  1.82422,  0.88525,  1.00, -0.51969,  0.22047,  0.82677,  0.00, ---, ---, ---, ---,  0.24878,  0.2937,  0.15294,  0.7098,  0.29804,  0.24706, -0.80315,  0.20472, -0.55906, -1.00
