VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
12, 6,  0.8125,  5.67188, -1.87598,  1.00,  0.9685,  0.22047,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.41431,  0.50196,  0.22745,  0.67451,  0.27059,  1.00,  0.00,  0.00,  0.00
13, 5,  0.70605,  5.22266, -1.57422,  1.00,  0.40157, -0.73228, -0.54331,  0.00, ---, ---, ---, ---,  0.81543,  0.36255,  0.65098,  0.22353,  0.22353,  0.27059,  1.00,  0.00,  0.00,  0.00
14, 4,  0.70068,  5.51172, -1.96582,  1.00,  0.23622, -0.77953, -0.58268,  0.00, ---, ---, ---, ---,  0.81543,  0.41431,  0.60784,  0.22353,  0.51373,  0.27059,  1.00,  0.00,  0.00,  0.00
15, 5,  0.70605,  5.22266, -1.57422,  1.00,  0.40157, -0.73228, -0.54331,  0.00, ---, ---, ---, ---,  0.81543,  0.36255,  0.65098,  0.22353,  0.22353,  0.27059,  1.00,  0.00,  0.00,  0.00
16, 6,  0.8125,  5.67188, -1.87598,  1.00,  0.9685,  0.22047,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.41431,  0.50196,  0.22745,  0.67451,  0.27059,  1.00,  0.00,  0.00,  0.00
17, 7,  0.82275,  5.42578, -1.52051,  1.00,  1.00, -0.05512, -0.06299,  0.00, ---, ---, ---, ---,  0.89697,  0.36255,  0.58431,  0.22745,  0.42745,  0.27059,  1.00,  0.00,  0.00,  0.00
18, 8,  0.62695,  5.76563, -1.81348,  1.00, -0.23622,  0.8189,  0.52756,  0.00, ---, ---, ---, ---,  0.98242,  0.41431,  0.01569,  0.22353,  0.76863,  0.27059,  1.00,  0.00,  0.00,  0.00
19, 7,  0.82275,  5.42578, -1.52051,  1.00,  1.00, -0.05512, -0.06299,  0.00, ---, ---, ---, ---,  0.89697,  0.36255,  0.58431,  0.22745,  0.42745,  0.27059,  1.00,  0.00,  0.00,  0.00
20, 6,  0.8125,  5.67188, -1.87598,  1.00,  0.9685,  0.22047,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.41431,  0.50196,  0.22745,  0.67451,  0.27059,  1.00,  0.00,  0.00,  0.00
21, 7,  0.82275,  5.42578, -1.52051,  1.00,  1.00, -0.05512, -0.06299,  0.00, ---, ---, ---, ---,  0.89697,  0.36255,  0.58431,  0.22745,  0.42745,  0.27059,  1.00,  0.00,  0.00,  0.00
22, 8,  0.62695,  5.76563, -1.81348,  1.00, -0.23622,  0.8189,  0.52756,  0.00, ---, ---, ---, ---,  0.98242,  0.41431,  0.01569,  0.22353,  0.76863,  0.27059,  1.00,  0.00,  0.00,  0.00
23, 9,  0.61914,  5.625, -1.59766,  1.00, -0.17323,  0.8189,  0.54331,  0.00, ---, ---, ---, ---,  0.98242,  0.36255,  0.95686,  0.21961,  0.62745,  0.27059,  1.00,  0.00,  0.00,  0.00
24, 2,  0.62695,  5.76563, -1.81348,  1.00, -0.23622,  0.8189,  0.52756,  0.00, ---, ---, ---, ---,  0.64941,  0.41431,  0.01569,  0.22353,  0.76863,  0.27059,  1.00,  0.00,  0.00,  0.00
25, 10,  0.53857,  6.19531, -2.74219,  1.00, -0.9685, -0.13386, -0.22047,  0.00, ---, ---, ---, ---,  0.73047,  0.61719,  0.3098,  0.21961,  0.19608,  0.27451,  1.00,  0.00,  0.00,  0.00
26, 0,  0.51465,  5.60547, -1.90332,  1.00, -0.9685, -0.1811, -0.16535,  0.00, ---, ---, ---, ---,  0.73047,  0.41431,  0.11765,  0.21961,  0.60784,  0.27059,  1.00,  0.00,  0.00,  0.00
27, 10,  0.53857,  6.19531, -2.74219,  1.00, -0.9685, -0.13386, -0.22047,  0.00, ---, ---, ---, ---,  0.73047,  0.61719,  0.3098,  0.21961,  0.19608,  0.27451,  1.00,  0.00,  0.00,  0.00
28, 2,  0.62695,  5.76563, -1.81348,  1.00, -0.23622,  0.8189,  0.52756,  0.00, ---, ---, ---, ---,  0.64941,  0.41431,  0.01569,  0.22353,  0.76863,  0.27059,  1.00,  0.00,  0.00,  0.00
29, 11,  0.62354,  6.30469, -2.65625,  1.00, -0.26772,  0.81102,  0.51969,  0.00, ---, ---, ---, ---,  0.64941,  0.61719,  0.99216,  0.21961,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
30, 12,  0.67822,  6.125, -2.79492,  1.00,  0.19685, -0.7874, -0.59055,  0.00, ---, ---, ---, ---,  0.81543,  0.61719,  0.42745,  0.22353,  0.12549,  0.27451,  1.00,  0.00,  0.00,  0.00
31, 0,  0.51465,  5.60547, -1.90332,  1.00, -0.9685, -0.1811, -0.16535,  0.00, ---, ---, ---, ---,  0.73047,  0.41431,  0.11765,  0.21961,  0.60784,  0.27059,  1.00,  0.00,  0.00,  0.00
32, 10,  0.53857,  6.19531, -2.74219,  1.00, -0.9685, -0.13386, -0.22047,  0.00, ---, ---, ---, ---,  0.73047,  0.61719,  0.3098,  0.21961,  0.19608,  0.27451,  1.00,  0.00,  0.00,  0.00
33, 0,  0.51465,  5.60547, -1.90332,  1.00, -0.9685, -0.1811, -0.16535,  0.00, ---, ---, ---, ---,  0.73047,  0.41431,  0.11765,  0.21961,  0.60784,  0.27059,  1.00,  0.00,  0.00,  0.00
34, 12,  0.67822,  6.125, -2.79492,  1.00,  0.19685, -0.7874, -0.59055,  0.00, ---, ---, ---, ---,  0.81543,  0.61719,  0.42745,  0.22353,  0.12549,  0.27451,  1.00,  0.00,  0.00,  0.00
35, 4,  0.70068,  5.51172, -1.96582,  1.00,  0.23622, -0.77953, -0.58268,  0.00, ---, ---, ---, ---,  0.81543,  0.41431,  0.60784,  0.22353,  0.51373,  0.27059,  1.00,  0.00,  0.00,  0.00
36, 13,  0.76318,  6.23438, -2.70703,  1.00,  0.9685,  0.16535,  0.17323,  0.00, ---, ---, ---, ---,  0.89697,  0.61719,  0.10588,  0.22745,  0.23529,  0.27451,  1.00,  0.00,  0.00,  0.00
37, 4,  0.70068,  5.51172, -1.96582,  1.00,  0.23622, -0.77953, -0.58268,  0.00, ---, ---, ---, ---,  0.81543,  0.41431,  0.60784,  0.22353,  0.51373,  0.27059,  1.00,  0.00,  0.00,  0.00
38, 12,  0.67822,  6.125, -2.79492,  1.00,  0.19685, -0.7874, -0.59055,  0.00, ---, ---, ---, ---,  0.81543,  0.61719,  0.42745,  0.22353,  0.12549,  0.27451,  1.00,  0.00,  0.00,  0.00
39, 4,  0.70068,  5.51172, -1.96582,  1.00,  0.23622, -0.77953, -0.58268,  0.00, ---, ---, ---, ---,  0.81543,  0.41431,  0.60784,  0.22353,  0.51373,  0.27059,  1.00,  0.00,  0.00,  0.00
40, 13,  0.76318,  6.23438, -2.70703,  1.00,  0.9685,  0.16535,  0.17323,  0.00, ---, ---, ---, ---,  0.89697,  0.61719,  0.10588,  0.22745,  0.23529,  0.27451,  1.00,  0.00,  0.00,  0.00
41, 6,  0.8125,  5.67188, -1.87598,  1.00,  0.9685,  0.22047,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.41431,  0.50196,  0.22745,  0.67451,  0.27059,  1.00,  0.00,  0.00,  0.00
42, 14,  0.62354,  6.30469, -2.65625,  1.00, -0.26772,  0.81102,  0.51969,  0.00, ---, ---, ---, ---,  0.98242,  0.61719,  0.99216,  0.21961,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
43, 6,  0.8125,  5.67188, -1.87598,  1.00,  0.9685,  0.22047,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.41431,  0.50196,  0.22745,  0.67451,  0.27059,  1.00,  0.00,  0.00,  0.00
44, 13,  0.76318,  6.23438, -2.70703,  1.00,  0.9685,  0.16535,  0.17323,  0.00, ---, ---, ---, ---,  0.89697,  0.61719,  0.10588,  0.22745,  0.23529,  0.27451,  1.00,  0.00,  0.00,  0.00
45, 6,  0.8125,  5.67188, -1.87598,  1.00,  0.9685,  0.22047,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.41431,  0.50196,  0.22745,  0.67451,  0.27059,  1.00,  0.00,  0.00,  0.00
46, 14,  0.62354,  6.30469, -2.65625,  1.00, -0.26772,  0.81102,  0.51969,  0.00, ---, ---, ---, ---,  0.98242,  0.61719,  0.99216,  0.21961,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
47, 8,  0.62695,  5.76563, -1.81348,  1.00, -0.23622,  0.8189,  0.52756,  0.00, ---, ---, ---, ---,  0.98242,  0.41431,  0.01569,  0.22353,  0.76863,  0.27059,  1.00,  0.00,  0.00,  0.00
48, 11,  0.62354,  6.30469, -2.65625,  1.00, -0.26772,  0.81102,  0.51969,  0.00, ---, ---, ---, ---,  0.64941,  0.61719,  0.99216,  0.21961,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
49, 15,  0.81006,  7.08984, -3.91797,  1.00, -0.97638, -0.1811, -0.10236,  0.00, ---, ---, ---, ---,  0.73047,  0.88818,  0.48235,  0.22745,  0.0902,  0.27843,  1.00,  0.00,  0.00,  0.00
50, 10,  0.53857,  6.19531, -2.74219,  1.00, -0.9685, -0.13386, -0.22047,  0.00, ---, ---, ---, ---,  0.73047,  0.61719,  0.3098,  0.21961,  0.19608,  0.27451,  1.00,  0.00,  0.00,  0.00
51, 15,  0.81006,  7.08984, -3.91797,  1.00, -0.97638, -0.1811, -0.10236,  0.00, ---, ---, ---, ---,  0.73047,  0.88818,  0.48235,  0.22745,  0.0902,  0.27843,  1.00,  0.00,  0.00,  0.00
52, 11,  0.62354,  6.30469, -2.65625,  1.00, -0.26772,  0.81102,  0.51969,  0.00, ---, ---, ---, ---,  0.64941,  0.61719,  0.99216,  0.21961,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
53, 16,  0.87207,  7.17969, -3.86523,  1.00, -0.14961,  0.85827,  0.48819,  0.00, ---, ---, ---, ---,  0.64941,  0.88818,  0.98039,  0.22745,  0.18039,  0.27843,  1.00,  0.00,  0.00,  0.00
54, 17,  0.91211,  7.03906, -3.94922,  1.00,  0.33071, -0.79528, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  0.88818,  0.29804,  0.23137,  0.03922,  0.27843,  1.00,  0.00,  0.00,  0.00
55, 10,  0.53857,  6.19531, -2.74219,  1.00, -0.9685, -0.13386, -0.22047,  0.00, ---, ---, ---, ---,  0.73047,  0.61719,  0.3098,  0.21961,  0.19608,  0.27451,  1.00,  0.00,  0.00,  0.00
56, 15,  0.81006,  7.08984, -3.91797,  1.00, -0.97638, -0.1811, -0.10236,  0.00, ---, ---, ---, ---,  0.73047,  0.88818,  0.48235,  0.22745,  0.0902,  0.27843,  1.00,  0.00,  0.00,  0.00
57, 10,  0.53857,  6.19531, -2.74219,  1.00, -0.9685, -0.13386, -0.22047,  0.00, ---, ---, ---, ---,  0.73047,  0.61719,  0.3098,  0.21961,  0.19608,  0.27451,  1.00,  0.00,  0.00,  0.00
58, 17,  0.91211,  7.03906, -3.94922,  1.00,  0.33071, -0.79528, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  0.88818,  0.29804,  0.23137,  0.03922,  0.27843,  1.00,  0.00,  0.00,  0.00
59, 12,  0.67822,  6.125, -2.79492,  1.00,  0.19685, -0.7874, -0.59055,  0.00, ---, ---, ---, ---,  0.81543,  0.61719,  0.42745,  0.22353,  0.12549,  0.27451,  1.00,  0.00,  0.00,  0.00
60, 18,  0.97412,  7.125, -3.89648,  1.00,  0.96063,  0.24409,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.88818,  0.79608,  0.23137,  0.12549,  0.27843,  1.00,  0.00,  0.00,  0.00
61, 12,  0.67822,  6.125, -2.79492,  1.00,  0.19685, -0.7874, -0.59055,  0.00, ---, ---, ---, ---,  0.81543,  0.61719,  0.42745,  0.22353,  0.12549,  0.27451,  1.00,  0.00,  0.00,  0.00
62, 17,  0.91211,  7.03906, -3.94922,  1.00,  0.33071, -0.79528, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  0.88818,  0.29804,  0.23137,  0.03922,  0.27843,  1.00,  0.00,  0.00,  0.00
63, 12,  0.67822,  6.125, -2.79492,  1.00,  0.19685, -0.7874, -0.59055,  0.00, ---, ---, ---, ---,  0.81543,  0.61719,  0.42745,  0.22353,  0.12549,  0.27451,  1.00,  0.00,  0.00,  0.00
64, 18,  0.97412,  7.125, -3.89648,  1.00,  0.96063,  0.24409,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.88818,  0.79608,  0.23137,  0.12549,  0.27843,  1.00,  0.00,  0.00,  0.00
65, 13,  0.76318,  6.23438, -2.70703,  1.00,  0.9685,  0.16535,  0.17323,  0.00, ---, ---, ---, ---,  0.89697,  0.61719,  0.10588,  0.22745,  0.23529,  0.27451,  1.00,  0.00,  0.00,  0.00
66, 19,  0.87207,  7.17969, -3.86523,  1.00, -0.14961,  0.85827,  0.48819,  0.00, ---, ---, ---, ---,  0.98242,  0.88818,  0.98039,  0.22745,  0.18039,  0.27843,  1.00,  0.00,  0.00,  0.00
67, 13,  0.76318,  6.23438, -2.70703,  1.00,  0.9685,  0.16535,  0.17323,  0.00, ---, ---, ---, ---,  0.89697,  0.61719,  0.10588,  0.22745,  0.23529,  0.27451,  1.00,  0.00,  0.00,  0.00
68, 18,  0.97412,  7.125, -3.89648,  1.00,  0.96063,  0.24409,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.88818,  0.79608,  0.23137,  0.12549,  0.27843,  1.00,  0.00,  0.00,  0.00
69, 13,  0.76318,  6.23438, -2.70703,  1.00,  0.9685,  0.16535,  0.17323,  0.00, ---, ---, ---, ---,  0.89697,  0.61719,  0.10588,  0.22745,  0.23529,  0.27451,  1.00,  0.00,  0.00,  0.00
70, 19,  0.87207,  7.17969, -3.86523,  1.00, -0.14961,  0.85827,  0.48819,  0.00, ---, ---, ---, ---,  0.98242,  0.88818,  0.98039,  0.22745,  0.18039,  0.27843,  1.00,  0.00,  0.00,  0.00
71, 14,  0.62354,  6.30469, -2.65625,  1.00, -0.26772,  0.81102,  0.51969,  0.00, ---, ---, ---, ---,  0.98242,  0.61719,  0.99216,  0.21961,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
72, 16,  0.87207,  7.17969, -3.86523,  1.00, -0.14961,  0.85827,  0.48819,  0.00, ---, ---, ---, ---,  0.64941,  0.88818,  0.98039,  0.22745,  0.18039,  0.27843,  1.00,  0.00,  0.00,  0.00
73, 20,  0.60645,  7.53125, -4.89844,  1.00, -0.96063, -0.25197, -0.07087,  0.00, ---, ---, ---, ---,  0.73047,  1.0918,  0.8549,  0.21961,  0.53333,  0.27843,  1.00,  0.00,  0.00,  0.00
74, 15,  0.81006,  7.08984, -3.91797,  1.00, -0.97638, -0.1811, -0.10236,  0.00, ---, ---, ---, ---,  0.73047,  0.88818,  0.48235,  0.22745,  0.0902,  0.27843,  1.00,  0.00,  0.00,  0.00
75, 20,  0.60645,  7.53125, -4.89844,  1.00, -0.96063, -0.25197, -0.07087,  0.00, ---, ---, ---, ---,  0.73047,  1.0918,  0.8549,  0.21961,  0.53333,  0.27843,  1.00,  0.00,  0.00,  0.00
76, 16,  0.87207,  7.17969, -3.86523,  1.00, -0.14961,  0.85827,  0.48819,  0.00, ---, ---, ---, ---,  0.64941,  0.88818,  0.98039,  0.22745,  0.18039,  0.27843,  1.00,  0.00,  0.00,  0.00
77, 21,  0.64844,  7.59766, -4.86719,  1.00, -0.29921,  0.85827,  0.4252,  0.00, ---, ---, ---, ---,  0.64941,  1.0918,  0.18824,  0.22353,  0.60,  0.27843,  1.00,  0.00,  0.00,  0.00
78, 22,  0.67773,  7.49609, -4.91797,  1.00,  0.19685, -0.84252, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  1.0918,  0.42353,  0.22353,  0.49804,  0.27843,  1.00,  0.00,  0.00,  0.00
79, 15,  0.81006,  7.08984, -3.91797,  1.00, -0.97638, -0.1811, -0.10236,  0.00, ---, ---, ---, ---,  0.73047,  0.88818,  0.48235,  0.22745,  0.0902,  0.27843,  1.00,  0.00,  0.00,  0.00
80, 20,  0.60645,  7.53125, -4.89844,  1.00, -0.96063, -0.25197, -0.07087,  0.00, ---, ---, ---, ---,  0.73047,  1.0918,  0.8549,  0.21961,  0.53333,  0.27843,  1.00,  0.00,  0.00,  0.00
81, 15,  0.81006,  7.08984, -3.91797,  1.00, -0.97638, -0.1811, -0.10236,  0.00, ---, ---, ---, ---,  0.73047,  0.88818,  0.48235,  0.22745,  0.0902,  0.27843,  1.00,  0.00,  0.00,  0.00
82, 22,  0.67773,  7.49609, -4.91797,  1.00,  0.19685, -0.84252, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  1.0918,  0.42353,  0.22353,  0.49804,  0.27843,  1.00,  0.00,  0.00,  0.00
83, 17,  0.91211,  7.03906, -3.94922,  1.00,  0.33071, -0.79528, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  0.88818,  0.29804,  0.23137,  0.03922,  0.27843,  1.00,  0.00,  0.00,  0.00
84, 23,  0.71973,  7.55859, -4.88672,  1.00,  0.96063,  0.28346, -0.03937,  0.00, ---, ---, ---, ---,  0.89697,  1.0918,  0.76078,  0.22353,  0.56078,  0.27843,  1.00,  0.00,  0.00,  0.00
85, 17,  0.91211,  7.03906, -3.94922,  1.00,  0.33071, -0.79528, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  0.88818,  0.29804,  0.23137,  0.03922,  0.27843,  1.00,  0.00,  0.00,  0.00
86, 22,  0.67773,  7.49609, -4.91797,  1.00,  0.19685, -0.84252, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  1.0918,  0.42353,  0.22353,  0.49804,  0.27843,  1.00,  0.00,  0.00,  0.00
87, 17,  0.91211,  7.03906, -3.94922,  1.00,  0.33071, -0.79528, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  0.88818,  0.29804,  0.23137,  0.03922,  0.27843,  1.00,  0.00,  0.00,  0.00
88, 23,  0.71973,  7.55859, -4.88672,  1.00,  0.96063,  0.28346, -0.03937,  0.00, ---, ---, ---, ---,  0.89697,  1.0918,  0.76078,  0.22353,  0.56078,  0.27843,  1.00,  0.00,  0.00,  0.00
89, 18,  0.97412,  7.125, -3.89648,  1.00,  0.96063,  0.24409,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.88818,  0.79608,  0.23137,  0.12549,  0.27843,  1.00,  0.00,  0.00,  0.00
90, 24,  0.64844,  7.59766, -4.86719,  1.00, -0.29921,  0.85827,  0.4252,  0.00, ---, ---, ---, ---,  0.98242,  1.0918,  0.18824,  0.22353,  0.60,  0.27843,  1.00,  0.00,  0.00,  0.00
91, 18,  0.97412,  7.125, -3.89648,  1.00,  0.96063,  0.24409,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.88818,  0.79608,  0.23137,  0.12549,  0.27843,  1.00,  0.00,  0.00,  0.00
92, 23,  0.71973,  7.55859, -4.88672,  1.00,  0.96063,  0.28346, -0.03937,  0.00, ---, ---, ---, ---,  0.89697,  1.0918,  0.76078,  0.22353,  0.56078,  0.27843,  1.00,  0.00,  0.00,  0.00
93, 18,  0.97412,  7.125, -3.89648,  1.00,  0.96063,  0.24409,  0.10236,  0.00, ---, ---, ---, ---,  0.89697,  0.88818,  0.79608,  0.23137,  0.12549,  0.27843,  1.00,  0.00,  0.00,  0.00
94, 24,  0.64844,  7.59766, -4.86719,  1.00, -0.29921,  0.85827,  0.4252,  0.00, ---, ---, ---, ---,  0.98242,  1.0918,  0.18824,  0.22353,  0.60,  0.27843,  1.00,  0.00,  0.00,  0.00
95, 19,  0.87207,  7.17969, -3.86523,  1.00, -0.14961,  0.85827,  0.48819,  0.00, ---, ---, ---, ---,  0.98242,  0.88818,  0.98039,  0.22745,  0.18039,  0.27843,  1.00,  0.00,  0.00,  0.00
96, 25,  0.6543,  7.91016, -5.51563,  1.00, -0.01575,  0.50394, -0.86614,  0.00, ---, ---, ---, ---,  0.81494,  1.22754,  0.23529,  0.22353,  0.91373,  0.27843,  1.00,  0.00,  0.00,  0.00
97, 20,  0.60645,  7.53125, -4.89844,  1.00, -0.96063, -0.25197, -0.07087,  0.00, ---, ---, ---, ---,  0.73047,  1.0918,  0.8549,  0.21961,  0.53333,  0.27843,  1.00,  0.00,  0.00,  0.00
98, 21,  0.64844,  7.59766, -4.86719,  1.00, -0.29921,  0.85827,  0.4252,  0.00, ---, ---, ---, ---,  0.64941,  1.0918,  0.18824,  0.22353,  0.60,  0.27843,  1.00,  0.00,  0.00,  0.00
99, 25,  0.6543,  7.91016, -5.51563,  1.00, -0.01575,  0.50394, -0.86614,  0.00, ---, ---, ---, ---,  0.81494,  1.22754,  0.23529,  0.22353,  0.91373,  0.27843,  1.00,  0.00,  0.00,  0.00
100, 22,  0.67773,  7.49609, -4.91797,  1.00,  0.19685, -0.84252, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  1.0918,  0.42353,  0.22353,  0.49804,  0.27843,  1.00,  0.00,  0.00,  0.00
101, 20,  0.60645,  7.53125, -4.89844,  1.00, -0.96063, -0.25197, -0.07087,  0.00, ---, ---, ---, ---,  0.73047,  1.0918,  0.8549,  0.21961,  0.53333,  0.27843,  1.00,  0.00,  0.00,  0.00
102, 25,  0.6543,  7.91016, -5.51563,  1.00, -0.01575,  0.50394, -0.86614,  0.00, ---, ---, ---, ---,  0.81494,  1.22754,  0.23529,  0.22353,  0.91373,  0.27843,  1.00,  0.00,  0.00,  0.00
103, 23,  0.71973,  7.55859, -4.88672,  1.00,  0.96063,  0.28346, -0.03937,  0.00, ---, ---, ---, ---,  0.89697,  1.0918,  0.76078,  0.22353,  0.56078,  0.27843,  1.00,  0.00,  0.00,  0.00
104, 22,  0.67773,  7.49609, -4.91797,  1.00,  0.19685, -0.84252, -0.50394,  0.00, ---, ---, ---, ---,  0.81543,  1.0918,  0.42353,  0.22353,  0.49804,  0.27843,  1.00,  0.00,  0.00,  0.00
105, 25,  0.6543,  7.91016, -5.51563,  1.00, -0.01575,  0.50394, -0.86614,  0.00, ---, ---, ---, ---,  0.81494,  1.22754,  0.23529,  0.22353,  0.91373,  0.27843,  1.00,  0.00,  0.00,  0.00
106, 24,  0.64844,  7.59766, -4.86719,  1.00, -0.29921,  0.85827,  0.4252,  0.00, ---, ---, ---, ---,  0.98242,  1.0918,  0.18824,  0.22353,  0.60,  0.27843,  1.00,  0.00,  0.00,  0.00
107, 23,  0.71973,  7.55859, -4.88672,  1.00,  0.96063,  0.28346, -0.03937,  0.00, ---, ---, ---, ---,  0.89697,  1.0918,  0.76078,  0.22353,  0.56078,  0.27843,  1.00,  0.00,  0.00,  0.00
108, 26,  0.66357,  5.39063, -1.76465,  1.00,  0.25197,  0.93701, -0.25197,  0.00, ---, ---, ---, ---,  0.64746,  0.29736,  0.3098,  0.22353,  0.39216,  0.27059,  1.00,  0.00,  0.00,  0.00
109, 27,  0.30273,  5.0625, -2.58984,  1.00, -0.99213,  0.08661,  0.04724,  0.00, ---, ---, ---, ---,  0.72754,  0.48926,  0.84706,  0.20392,  0.06275,  0.27059,  1.00,  0.00,  0.00,  0.00
110, 28,  0.41772,  5.12109, -1.69824,  1.00, -0.99213, -0.0315,  0.11024,  0.00, ---, ---, ---, ---,  0.72754,  0.29736,  0.68627,  0.21176,  0.12157,  0.27059,  1.00,  0.00,  0.00,  0.00
111, 27,  0.30273,  5.0625, -2.58984,  1.00, -0.99213,  0.08661,  0.04724,  0.00, ---, ---, ---, ---,  0.72754,  0.48926,  0.84706,  0.20392,  0.06275,  0.27059,  1.00,  0.00,  0.00,  0.00
112, 26,  0.66357,  5.39063, -1.76465,  1.00,  0.25197,  0.93701, -0.25197,  0.00, ---, ---, ---, ---,  0.64746,  0.29736,  0.3098,  0.22353,  0.39216,  0.27059,  1.00,  0.00,  0.00,  0.00
113, 29,  0.45532,  5.20313, -2.63867,  1.00, -0.02362,  0.95276, -0.29134,  0.00, ---, ---, ---, ---,  0.64746,  0.48926,  0.28627,  0.21569,  0.20392,  0.27059,  1.00,  0.00,  0.00,  0.00
