VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
10, 8, -0.60889,  6.46094, -2.57813,  1.00,  0.07874,  0.91339, -0.40157,  0.00,  0.5451,  0.70588,  0.04706,  0.00,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
11, 9,  0.45044,  6.09375, -2.63477,  1.00,  0.40157,  0.83465, -0.37795,  0.00,  0.5451,  0.70588,  0.04706,  0.00,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
12, 10, -0.14258,  5.28516, -2.24023,  1.00,  0.31496,  0.85827, -0.40157,  0.00,  0.30588,  0.80784,  0.84314,  0.28235,  1.04785,  0.68164, -0.16809,  0.98096, ---, ---, ---, ---
13, 11,  0.61475,  6.14844, -2.58398,  1.00,  0.46457,  0.77165, -0.43307,  0.00,  0.31373,  0.94118,  0.64706,  0.01569,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
14, 12, -1.14063,  5.55859, -3.04492,  1.00,  0.18898,  0.83465, -0.51181,  0.00,  0.31373,  0.94118,  0.64706,  0.25098,  0.30396,  1.00586, -0.85352, -0.36572, ---, ---, ---, ---
15, 13,  0.10803,  5.82031, -3.61719,  1.00,  0.30709,  0.76378, -0.56693,  0.00,  0.36471,  0.97255,  0.41569,  0.07843,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
16, 12, -1.14063,  5.55859, -3.04492,  1.00,  0.18898,  0.83465, -0.51181,  0.00,  0.31373,  0.94118,  0.64706,  0.25098,  0.30396,  1.00586, -0.85352, -0.36572, ---, ---, ---, ---
17, 11,  0.61475,  6.14844, -2.58398,  1.00,  0.46457,  0.77165, -0.43307,  0.00,  0.31373,  0.94118,  0.64706,  0.01569,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
18, 14, -0.46167,  7.25391, -2.91211,  1.00,  0.2126,  0.91339, -0.33858,  0.00,  0.83137,  0.84314,  0.64706,  0.00,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
19, 15, -0.44849,  6.68359, -1.59863,  1.00,  0.32283,  0.93701, -0.14961,  0.00,  0.39216,  0.98039,  0.40784,  0.21961,  0.30396,  1.00586, -0.16809,  0.98096, ---, ---, ---, ---
20, 16,  0.50244,  6.54688, -3.44922,  1.00,  0.27559,  0.87402, -0.3937,  0.00,  0.39216,  0.98039,  0.40784,  0.09412,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
21, 17, -0.10413,  5.67188, -2.68945,  1.00,  0.35433,  0.85039, -0.38583,  0.00,  0.06667,  0.60,  0.27059,  0.32941,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
22, 15, -0.44849,  6.68359, -1.59863,  1.00,  0.32283,  0.93701, -0.14961,  0.00,  0.39216,  0.98039,  0.40784,  0.21961,  0.30396,  1.00586, -0.16809,  0.98096, ---, ---, ---, ---
23, 16,  0.50244,  6.54688, -3.44922,  1.00,  0.27559,  0.87402, -0.3937,  0.00,  0.39216,  0.98039,  0.40784,  0.09412,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
24, 18, -0.36987,  6.67578, -1.75195,  1.00,  0.27559,  0.95276, -0.13386,  0.00,  0.36863,  0.97255,  0.39608,  0.18824,  0.99658,  0.71875, -0.16809,  0.98096, ---, ---, ---, ---
25, 19,  0.67188,  6.88281, -2.12109,  1.00,  0.34646,  0.89764, -0.25984,  0.00,  0.36863,  0.97255,  0.39608,  0.06275,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
26, 20,  0.41382,  6.55078, -3.27344,  1.00,  0.37795,  0.85827, -0.35433,  0.00,  0.36863,  0.97255,  0.39608,  0.01569,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
27, 21, -1.12402,  6.40234, -3.39844,  1.00,  0.05512,  0.84252, -0.53543,  0.00,  0.51373,  0.78431,  0.0902,  0.12549,  0.99658,  0.71875, -0.06812,  0.34863, ---, ---, ---, ---
28, 22, -0.54639,  7.08203, -2.90625,  1.00,  0.07874,  0.90551, -0.40945,  0.00,  0.51373,  0.78431,  0.0902,  0.01569,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
29, 23,  0.4082,  6.59766, -3.20703,  1.00,  0.37008,  0.83465, -0.40945,  0.00,  0.51373,  0.78431,  0.0902,  0.00,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
30, 24, -0.24426,  5.82031, -2.87109,  1.00,  0.23622,  0.84252, -0.48031,  0.00,  0.41176,  0.75294,  0.92157,  0.29804,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
31, 25,  0.58301,  6.61719, -3.17578,  1.00,  0.40945,  0.85039, -0.33858,  0.00,  0.41176,  0.92157,  0.75294,  0.01569,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
32, 26, -1.27734,  6.38281, -3.42383,  1.00,  0.14173,  0.84252, -0.51181,  0.00,  0.41176,  0.92157,  0.75294,  0.18824,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
33, 27, -0.10815,  6.57813, -4.14063,  1.00,  0.27559,  0.77165, -0.5748,  0.00,  0.43529,  0.99608,  0.52941,  0.01569,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
34, 26, -1.27734,  6.38281, -3.42383,  1.00,  0.14173,  0.84252, -0.51181,  0.00,  0.41176,  0.92157,  0.75294,  0.18824,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
35, 25,  0.58301,  6.61719, -3.17578,  1.00,  0.40945,  0.85039, -0.33858,  0.00,  0.41176,  0.92157,  0.75294,  0.01569,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
36, 28,  1.39551,  6.96094, -1.80371,  1.00,  0.54331,  0.83465, -0.10236,  0.00,  0.93333,  0.32157,  0.32941,  0.21961,  0.99658,  0.71875,  3.83984,  0.53857, ---, ---, ---, ---
37, 29,  0.66113,  6.625, -3.32422,  1.00,  0.44094,  0.77165, -0.46457,  0.00,  0.93333,  0.32157,  0.32941,  0.18824,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
38, 30,  1.26074,  7.54297, -2.76367,  1.00,  0.48031,  0.84252, -0.24409,  0.00,  0.93333,  0.32157,  0.32941,  0.01569,  0.3064,  1.00293,  3.83984,  0.53857, ---, ---, ---, ---
39, 31,  1.6084,  6.14844, -2.80078,  1.00,  0.55906,  0.75591, -0.33858,  0.00,  0.79216,  0.84314,  0.28627,  0.23529,  1.04785,  0.68164,  0.14331, -0.26953, ---, ---, ---, ---
40, 32,  0.58594,  6.58594, -3.50195,  1.00,  0.44094,  0.77165, -0.46457,  0.00,  0.60,  0.96471,  0.34902,  0.00,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
41, 33,  1.46387,  6.99609, -1.64844,  1.00,  0.54331,  0.83465, -0.10236,  0.00,  0.60,  0.96471,  0.34902,  0.03137,  0.30396,  1.00586,  3.83984,  0.53857, ---, ---, ---, ---
42, 34,  0.12183,  6.60938, -2.27539,  1.00,  0.3622,  0.86614, -0.35433,  0.00,  0.38431,  0.98431,  0.44706,  0.18824,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
43, 33,  1.46387,  6.99609, -1.64844,  1.00,  0.54331,  0.83465, -0.10236,  0.00,  0.60,  0.96471,  0.34902,  0.03137,  0.30396,  1.00586,  3.83984,  0.53857, ---, ---, ---, ---
44, 32,  0.58594,  6.58594, -3.50195,  1.00,  0.44094,  0.77165, -0.46457,  0.00,  0.60,  0.96471,  0.34902,  0.00,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
45, 35,  1.21777,  7.08984, -4.08984,  1.00,  0.34646,  0.73228, -0.58268,  0.00,  0.3451,  0.95294,  0.64314,  0.29804,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
46, 36, -0.00804,  6.88672, -4.76563,  1.00,  0.29921,  0.74803, -0.59843,  0.00,  0.16863,  0.80784,  0.7098,  0.14118,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
47, 37,  0.88916,  6.60938, -2.93555,  1.00,  0.40945,  0.80315, -0.4252,  0.00,  0.16863,  0.80784,  0.7098,  0.29804,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
48, 38,  0.28662,  5.8125, -3.75391,  1.00,  0.30709,  0.74803, -0.58268,  0.00,  0.06667,  0.59608,  0.72941,  0.48627,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
49, 37,  0.88916,  6.60938, -2.93555,  1.00,  0.40945,  0.80315, -0.4252,  0.00,  0.16863,  0.80784,  0.7098,  0.29804,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
50, 36, -0.00804,  6.88672, -4.76563,  1.00,  0.29921,  0.74803, -0.59843,  0.00,  0.16863,  0.80784,  0.7098,  0.14118,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
51, 39,  0.06812,  6.86719, -4.61719,  1.00,  0.26772,  0.74016, -0.61417,  0.00,  0.82353,  0.86667,  0.40,  0.00,  0.99658,  0.71875, -0.06812,  0.34863, ---, ---, ---, ---
52, 40, -0.09155,  7.28125, -3.59766,  1.00,  0.22835,  0.83465, -0.50394,  0.00,  0.82353,  0.86667,  0.40,  0.1098,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
53, 41,  0.80029,  6.62891, -3.10742,  1.00,  0.45669,  0.77165, -0.44882,  0.00,  0.82353,  0.86667,  0.40,  0.12549,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
54, 42,  2.01953,  6.01563, -3.72266,  1.00,  0.59055,  0.61417, -0.51969,  0.00,  0.77255,  0.87843,  0.68235,  0.59216,  0.99658,  0.71875,  0.14331, -0.26953, ---, ---, ---, ---
55, 43,  1.3584,  6.67969, -4.12109,  1.00,  0.53543,  0.65354, -0.53543,  0.00,  0.77255,  0.87843,  0.68235,  0.15686,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
56, 44,  0.72168,  6.70313, -3.21289,  1.00,  0.44094,  0.77165, -0.44882,  0.00,  0.77255,  0.87843,  0.68235,  0.20392,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
57, 45,  0.93311,  5.67969, -3.41992,  1.00,  0.51969,  0.67717, -0.51969,  0.00,  0.34902,  0.56078,  0.02745,  0.37647,  1.04785,  0.68164,  0.14331, -0.26953, ---, ---, ---, ---
58, 46,  0.56836,  6.77734, -3.1582,  1.00,  0.44094,  0.77165, -0.44882,  0.00,  0.47059,  0.76078,  0.07451,  0.17255,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
59, 47,  2.15234,  5.94922, -3.77148,  1.00,  0.59055,  0.61417, -0.51969,  0.00,  0.47059,  0.76078,  0.07451,  0.59216,  0.30396,  1.00586,  0.14331, -0.26953, ---, ---, ---, ---
60, 48,  1.68457,  6.77344, -2.76367,  1.00,  0.55906,  0.76378, -0.33071,  0.00,  0.60,  0.90196,  0.21961,  0.00,  0.01697,  0.25366,  3.83984,  0.53857, ---, ---, ---, ---
61, 47,  2.15234,  5.94922, -3.77148,  1.00,  0.59055,  0.61417, -0.51969,  0.00,  0.47059,  0.76078,  0.07451,  0.59216,  0.30396,  1.00586,  0.14331, -0.26953, ---, ---, ---, ---
62, 46,  0.56836,  6.77734, -3.1582,  1.00,  0.44094,  0.77165, -0.44882,  0.00,  0.47059,  0.76078,  0.07451,  0.17255,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
63, 49,  0.89063,  7.52344, -2.26367,  1.00,  0.48031,  0.84252, -0.24409,  0.00,  0.4902,  0.86667,  0.16078,  0.31373,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
64, 50,  2.18945,  7.14453, -2.71289,  1.00,  0.55118,  0.79528, -0.25197,  0.00,  0.54902,  0.67451,  0.03529,  0.37647,  0.30396,  1.00586,  3.83984,  0.53857, ---, ---, ---, ---
65, 51,  0.17773,  6.77734, -3.05859,  1.00,  0.44882,  0.77953, -0.44094,  0.00,  0.54902,  0.67451,  0.03529,  0.17255,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
66, 52,  1.18652,  6.00391, -2.77344,  1.00,  0.51969,  0.76378, -0.37795,  0.00,  0.59608,  0.44314,  0.01176,  0.40784,  0.01697,  0.25366,  0.14331, -0.26953, ---, ---, ---, ---
67, 51,  0.17773,  6.77734, -3.05859,  1.00,  0.44882,  0.77953, -0.44094,  0.00,  0.54902,  0.67451,  0.03529,  0.17255,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
68, 50,  2.18945,  7.14453, -2.71289,  1.00,  0.55118,  0.79528, -0.25197,  0.00,  0.54902,  0.67451,  0.03529,  0.37647,  0.30396,  1.00586,  3.83984,  0.53857, ---, ---, ---, ---
69, 53,  2.02344,  7.11719, -2.74023,  1.00,  0.59055,  0.75591, -0.28346,  0.00,  0.38039,  0.94902,  0.68627,  0.31373,  0.99658,  0.71875,  3.83984,  0.53857, ---, ---, ---, ---
70, 54,  1.32715,  7.29297, -3.59961,  1.00,  0.45669,  0.7874, -0.41732,  0.00,  0.38039,  0.94902,  0.68627,  0.29804,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
71, 55,  0.36914,  6.80078, -3.02734,  1.00,  0.37008,  0.84252, -0.3937,  0.00,  0.38039,  0.94902,  0.68627,  0.26667,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
72, 56, -0.17371,  6.97656, -1.69824,  1.00,  0.25197,  0.96063, -0.11811,  0.00,  0.25098,  0.90588,  0.34902,  0.28235,  0.99658,  0.71875, -0.06812,  0.34863, ---, ---, ---, ---
73, 57,  0.68359,  7.36328, -2.08008,  1.00,  0.3622,  0.91339, -0.19685,  0.00,  0.25098,  0.90588,  0.34902,  0.06275,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
74, 58,  0.53174,  6.90234, -3.07422,  1.00,  0.37795,  0.84252, -0.38583,  0.00,  0.25098,  0.90588,  0.34902,  0.07843,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
75, 59,  0.34009,  6.14844, -2.34961,  1.00,  0.37795,  0.88976, -0.25197,  0.00,  0.93725,  0.60,  0.72157,  0.23529,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
76, 60,  0.61816,  6.88672, -3.22852,  1.00,  0.37795,  0.84252, -0.38583,  0.00,  0.85098,  0.81569,  0.66275,  0.01569,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
77, 61, -0.24805,  6.98828, -1.56152,  1.00,  0.25197,  0.96063, -0.11811,  0.00,  0.85098,  0.81569,  0.66275,  0.25098,  0.30396,  1.00586, -0.16809,  0.98096, ---, ---, ---, ---
78, 62, -0.44556,  7.27344, -2.89453,  1.00,  0.20472,  0.91339, -0.35433,  0.00,  0.68627,  0.95686,  0.56863,  0.01569,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
79, 61, -0.24805,  6.98828, -1.56152,  1.00,  0.25197,  0.96063, -0.11811,  0.00,  0.85098,  0.81569,  0.66275,  0.25098,  0.30396,  1.00586, -0.16809,  0.98096, ---, ---, ---, ---
80, 60,  0.61816,  6.88672, -3.22852,  1.00,  0.37795,  0.84252, -0.38583,  0.00,  0.85098,  0.81569,  0.66275,  0.01569,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
81, 63,  0.07867,  7.58594, -5.10547,  1.00,  0.15748,  0.74803, -0.64567,  0.00,  0.82353,  0.87451,  0.58039,  0.01569,  0.99658,  0.71875, -0.06812,  0.34863, ---, ---, ---, ---
82, 64, -0.49512,  7.88672, -4.21875,  1.00,  0.14961,  0.83465, -0.52756,  0.00,  0.82353,  0.87451,  0.58039,  0.23529,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
83, 65,  0.12866,  7.1875, -3.48047,  1.00,  0.25197,  0.84252, -0.47244,  0.00,  0.82353,  0.87451,  0.58039,  0.25098,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
84, 66, -0.13428,  6.55078, -4.40234,  1.00,  0.29921,  0.74803, -0.59055,  0.00,  0.01961,  0.63137,  0.5451,  0.47059,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
85, 67,  0.12695,  7.13672, -3.29492,  1.00,  0.25197,  0.83465, -0.48819,  0.00,  0.13725,  0.83137,  0.59216,  0.40784,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
86, 68,  0.07806,  7.62891, -5.26563,  1.00,  0.2126,  0.74803, -0.62992,  0.00,  0.13725,  0.83137,  0.59216,  0.01569,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
87, 69,  0.98584,  7.64453, -4.08594,  1.00,  0.29134,  0.83465, -0.47244,  0.00,  0.33725,  0.95686,  0.61961,  0.29804,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
88, 68,  0.07806,  7.62891, -5.26563,  1.00,  0.2126,  0.74803, -0.62992,  0.00,  0.13725,  0.83137,  0.59216,  0.01569,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
89, 67,  0.12695,  7.13672, -3.29492,  1.00,  0.25197,  0.83465, -0.48819,  0.00,  0.13725,  0.83137,  0.59216,  0.40784,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
90, 70, -0.65332,  7.69531, -3.06055,  1.00,  0.15748,  0.91339, -0.37008,  0.00,  0.71765,  0.9451,  0.43137,  0.01569,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
91, 71,  0.12457,  7.50, -1.88965,  1.00,  0.23622,  0.92913, -0.29134,  0.00,  0.90196,  0.79608,  0.45882,  0.18824,  0.30396,  1.00586,  0.84424,  0.4165, ---, ---, ---, ---
92, 72,  0.15283,  7.16016, -3.92773,  1.00,  0.25984,  0.89764, -0.3622,  0.00,  0.90196,  0.79608,  0.45882,  0.00,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
93, 73,  0.28882,  6.38672, -2.90039,  1.00,  0.3622,  0.86614, -0.35433,  0.00,  0.99216,  0.57647,  0.49412,  0.21961,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
94, 72,  0.15283,  7.16016, -3.92773,  1.00,  0.25984,  0.89764, -0.3622,  0.00,  0.90196,  0.79608,  0.45882,  0.00,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
95, 71,  0.12457,  7.50, -1.88965,  1.00,  0.23622,  0.92913, -0.29134,  0.00,  0.90196,  0.79608,  0.45882,  0.18824,  0.30396,  1.00586,  0.84424,  0.4165, ---, ---, ---, ---
96, 74,  0.12524,  7.47266, -2.05859,  1.00,  0.32283,  0.92913, -0.1811,  0.00,  0.18039,  0.87843,  0.43137,  0.3451,  0.99658,  0.71875,  0.84424,  0.4165, ---, ---, ---, ---
97, 75,  0.74805,  7.84375, -2.9043,  1.00,  0.29921,  0.88976, -0.33071,  0.00,  0.18039,  0.87843,  0.43137,  0.18824,  0.3064,  1.00293,  0.84424,  0.4165, ---, ---, ---, ---
98, 76,  0.15442,  7.1875, -3.73438,  1.00,  0.25197,  0.83465, -0.48819,  0.00,  0.18039,  0.87843,  0.43137,  0.21961,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
99, 77, -0.27881,  6.37109, -4.00391,  1.00,  0.1811,  0.81102, -0.55906,  0.00,  0.78824,  0.58039,  0.10196,  0.15686,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
100, 78, -1.24121,  7.06641, -4.5625,  1.00,  0.02362,  0.7874, -0.61417,  0.00,  0.55686,  0.97255,  0.3451,  0.01569,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
101, 79,  0.27734,  7.25781, -3.42188,  1.00,  0.18898,  0.8189, -0.53543,  0.00,  0.55686,  0.97255,  0.3451,  0.1098,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
102, 80, -0.04611,  7.78125, -4.44922,  1.00,  0.22835,  0.80315, -0.54331,  0.00,  0.26275,  0.8549,  0.75686,  0.01569,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
103, 78, -1.24121,  7.06641, -4.5625,  1.00,  0.02362,  0.7874, -0.61417,  0.00,  0.55686,  0.97255,  0.3451,  0.01569,  0.30396,  1.00586, -0.06812,  0.34863, ---, ---, ---, ---
104, 79,  0.27734,  7.25781, -3.42188,  1.00,  0.18898,  0.8189, -0.53543,  0.00,  0.55686,  0.97255,  0.3451,  0.1098,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
105, 81, -1.11621,  7.07813, -4.46484,  1.00,  0.05512,  0.76378, -0.6378,  0.00,  0.53725,  0.98039,  0.36471,  0.00,  0.99658,  0.71875, -0.06812,  0.34863, ---, ---, ---, ---
106, 82, -0.98145,  7.34375, -3.48047,  1.00,  0.04724,  0.85039, -0.51969,  0.00,  0.53725,  0.98039,  0.36471,  0.07843,  0.3064,  1.00293, -0.06812,  0.34863, ---, ---, ---, ---
107, 83,  0.1355,  7.24609, -3.53125,  1.00,  0.25197,  0.84252, -0.47244,  0.00,  0.53725,  0.98039,  0.36471,  0.01569,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
108, 84,  1.4668,  7.31641, -2.54102,  1.00,  0.54331,  0.77953, -0.31496,  0.00,  0.92157,  0.32549,  0.29412,  0.25098,  0.99658,  0.71875,  3.83984,  0.53857, ---, ---, ---, ---
109, 85,  0.63379,  7.00391, -3.98242,  1.00,  0.43307,  0.81102, -0.3937,  0.00,  0.92157,  0.32549,  0.29412,  0.25098,  0.00964,  0.27246, -0.06812,  0.34863, ---, ---, ---, ---
110, 86,  1.25684,  7.90234, -3.46094,  1.00,  0.4252,  0.8189, -0.38583,  0.00,  0.92157,  0.32549,  0.29412,  0.39216,  0.3064,  1.00293,  0.84424,  0.4165, ---, ---, ---, ---
111, 87,  1.60645,  6.53516, -3.54883,  1.00,  0.49606,  0.76378, -0.41732,  0.00,  0.77255,  0.84706,  0.26667,  0.36078,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
112, 88,  0.54688,  6.96484, -4.15234,  1.00,  0.41732,  0.80315, -0.4252,  0.00,  0.58431,  0.96863,  0.34902,  0.00,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
113, 89,  1.5459,  7.34766, -2.39453,  1.00,  0.47244,  0.82677, -0.31496,  0.00,  0.58431,  0.96863,  0.34902,  0.1098,  0.30396,  1.00586,  3.83984,  0.53857, ---, ---, ---, ---
114, 90,  0.18506,  6.96484, -2.91406,  1.00,  0.43307,  0.85039, -0.30709,  0.00,  0.37647,  0.98431,  0.46667,  0.21961,  0.01697,  0.25366, -0.06812,  0.34863, ---, ---, ---, ---
115, 89,  1.5459,  7.34766, -2.39453,  1.00,  0.47244,  0.82677, -0.31496,  0.00,  0.58431,  0.96863,  0.34902,  0.1098,  0.30396,  1.00586,  3.83984,  0.53857, ---, ---, ---, ---
116, 88,  0.54688,  6.96484, -4.15234,  1.00,  0.41732,  0.80315, -0.4252,  0.00,  0.58431,  0.96863,  0.34902,  0.00,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
117, 91,  1.77246,  6.97266, -3.85547,  1.00,  0.52756,  0.66929, -0.52756,  0.00,  0.52549,  0.95294,  0.2902,  0.59216,  1.04785,  0.68164, -0.06812,  0.34863, ---, ---, ---, ---
118, 92,  1.84766,  6.42578, -5.02344,  1.00,  0.44882,  0.66929, -0.59055,  0.00,  0.35294,  0.84706,  0.16863,  0.23529,  0.30396,  1.00586,  0.14331, -0.26953, ---, ---, ---, ---
119, 93,  0.59961,  7.07813, -3.77734,  1.00,  0.37008,  0.74803, -0.55118,  0.00,  0.35294,  0.84706,  0.16863,  0.1098,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
120, 94,  0.72998,  6.03906, -4.32031,  1.00,  0.37795,  0.66142, -0.64567,  0.00,  0.20784,  0.65882,  0.12549,  0.39216,  0.01697,  0.25366,  0.14331, -0.26953, ---, ---, ---, ---
121, 93,  0.59961,  7.07813, -3.77734,  1.00,  0.37008,  0.74803, -0.55118,  0.00,  0.35294,  0.84706,  0.16863,  0.1098,  0.75195,  0.01089, -0.06812,  0.34863, ---, ---, ---, ---
122, 92,  1.84766,  6.42578, -5.02344,  1.00,  0.44882,  0.66929, -0.59055,  0.00,  0.35294,  0.84706,  0.16863,  0.23529,  0.30396,  1.00586,  0.14331, -0.26953, ---, ---, ---, ---
